"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_f"
3271,59.9,59.9,40.1,"Buchs SG","Buchs (SG)","Buchs SG","Une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS passe la rampe à Buchs (SG) avec 59,9 pour cent des voix. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée avec 54,8 pour cent des voix. Dans le camp du non en 2017 lors de la précédente révision de l'AVS, Buchs (SG) passe cette fois-ci du côté du oui."
3272,54,54,46,"Gams SG","Gams (SG)","Gams SG","Les habitants de Gams approuvent une augmentation du taux de TVA pour financer la réforme de l'AVS avec 54 pour cent de oui. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée avec 86 pour cent des voix. Dans le camp du non en 2017 lors de la précédente révision de l'AVS, Gams passe cette fois-ci du côté du oui."
3273,15.2,15.2,84.8,"Grabs SG","Grabs (SG)","Grabs SG","Les habitants de Grabs rejettent une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS avec 84,8 pour cent de non. Si cette proposition a été refusée, l'autre concernant la révision de l'AVS a été acceptée ce dimanche avec 78,2 pour cent de oui. Les citoyens de Grabs avaient déjà refusé la précédente révision de l'AVS en 2017."
3274,22.9,22.9,77.1,"Sennwald SG","Sennwald (SG)","Sennwald SG","A Sennwald, les habitants sont défavorables à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS avec 77,1 pour cent de non. L'autre proposition concernant la révision de l'AVS a aussi été refusée ce dimanche avec 76,6 pour cent de non. Les citoyens de Sennwald avaient déjà refusé la précédente révision de l'AVS en 2017."
3275,60.9,60.9,39.1,"Sevelen SG","Sevelen (SG)","Sevelen SG","Une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS passe la rampe à Sevelen avec 60,9 pour cent des voix. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée avec 60,1 pour cent des voix. Dans le camp du non en 2017 lors de la précédente révision de l'AVS, Sevelen passe cette fois-ci du côté du oui."
3276,34.4,34.4,65.6,"Wartau SG","Wartau (SG)","Wartau SG","C'est non à 65,6 pour cent à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS à Wartau. L'autre proposition concernant la révision de l'AVS a aussi été refusée ce dimanche avec 62,8 pour cent de non. Les citoyens de Wartau avaient déjà refusé la précédente révision de l'AVS en 2017."
3291,63.8,63.8,36.2,"Bad Ragaz SG","Bad Ragaz (SG)","Bad Ragaz SG","Les électeurs de Bad Ragaz valident une hausse du taux de TVA pour couvrir les besoins financiers de l'AVS avec 63,8 pour cent des suffrages. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée avec 72,7 pour cent des voix. Dans le camp du non en 2017 lors de la précédente révision de l'AVS, Bad Ragaz passe cette fois-ci du côté du oui."
3292,40.4,40.4,59.6,"Flums SG","Flums (SG)","Flums SG","Les habitants de Flums rejettent une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS avec 59,6 pour cent de non. Si cette proposition a été refusée, l'autre concernant la révision de l'AVS a été acceptée ce dimanche avec 81,6 pour cent de oui. Les citoyens de Flums avaient déjà refusé la précédente révision de l'AVS en 2017."
3293,96.3,96.3,3.7,"Mels SG","Mels (SG)","Mels SG","A Mels, les habitants sont favorables à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS avec 96,3 pour cent des voix. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a par contre été refusée avec 92,8 pour cent de non. Les citoyens de Mels avaient déjà refusé la précédente révision de l'AVS en 2017."
3294,39.8,39.8,60.2,"Pfäfers SG","Pfäfers (SG)","Pfäfers SG","Les habitants de Pfäfers rejettent une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS avec 60,2 pour cent de non. L'autre proposition concernant la révision de l'AVS a aussi été refusée ce dimanche avec 65,8 pour cent de non. Les citoyens de Pfäfers avaient déjà refusé la précédente révision de l'AVS en 2017."
3295,59.1,59.1,40.9,"Quarten SG","Quarten (SG)","Quarten SG","Les habitants de Quarten acceptent une hausse du taux de TVA pour couvrir les besoins financiers de l'AVS avec 59,1 pour cent de oui. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a par contre été refusée avec 76 pour cent de non. Les citoyens de Quarten avaient déjà refusé la précédente révision de l'AVS en 2017."
3296,80.3,80.3,19.7,"Sargans SG","Sargans (SG)","Sargans SG","Les habitants de Sargans acceptent une hausse du taux de TVA pour couvrir les besoins financiers de l'AVS avec 80,3 pour cent de oui. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée avec 65,5 pour cent des voix. Dans le camp du non en 2017 lors de la précédente révision de l'AVS, Sargans passe cette fois-ci du côté du oui."
3297,62,62,38,"Vilters-Wangs SG","Vilters-Wangs (SG)","Vilters-Wangs SG","Une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS passe la rampe à Vilters-Wangs avec 62 pour cent des voix. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée avec 71,6 pour cent des voix. Dans le camp du non en 2017 lors de la précédente révision de l'AVS, Vilters-Wangs passe cette fois-ci du côté du oui."
3298,3.1,3.1,96.9,"Walenstadt SG","Walenstadt (SG)","Walenstadt SG","L'augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS échoue à Walenstadt avec 96,9 pour cent de non. Si cette proposition a été refusée, l'autre concernant la révision de l'AVS a été acceptée ce dimanche avec 51,1 pour cent de oui. Les citoyens de Walenstadt avaient déjà refusé la précédente révision de l'AVS en 2017."
3311,5.7,5.7,94.3,"Amden SG","Amden (SG)","Amden SG","A Amden, les habitants disent non à 94,3 pour cent à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS. Si cette proposition a été refusée, l'autre concernant la révision de l'AVS a été acceptée ce dimanche avec 96,3 pour cent de oui. Les citoyens d'Amden avaient déjà refusé la précédente révision de l'AVS en 2017."
3312,12.7,12.7,87.3,"Benken SG","Benken (SG)","Benken SG","C'est non à 87,3 pour cent à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS à Benken (SG). L'autre proposition concernant la révision de l'AVS a aussi été refusée ce dimanche avec 53,4 pour cent de non. Les citoyens de Benken (SG) avaient déjà refusé la précédente révision de l'AVS en 2017."
3313,67.3,67.3,32.7,"Kaltbrunn SG","Kaltbrunn (SG)","Kaltbrunn SG","Les habitants de Kaltbrunn approuvent une augmentation du taux de TVA pour financer la réforme de l'AVS avec 67,3 pour cent de oui. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a par contre été refusée avec 53,8 pour cent de non. Les citoyens de Kaltbrunn avaient déjà refusé la précédente révision de l'AVS en 2017."
3315,50.6,50.6,49.4,"Schänis SG","Schänis (SG)","Schänis SG","Les habitants de Schänis acceptent une hausse du taux de TVA pour couvrir les besoins financiers de l'AVS avec 50,6 pour cent de oui. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée avec 79,3 pour cent des voix. Dans le camp du non en 2017 lors de la précédente révision de l'AVS, Schänis passe cette fois-ci du côté du oui."
3316,42.6,42.6,57.4,"Weesen SG","Weesen (SG)","Weesen SG","L'augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS échoue à Weesen avec 57,4 pour cent de non. Si cette proposition a été refusée, l'autre concernant la révision de l'AVS a été acceptée ce dimanche avec 58,3 pour cent de oui. Les citoyens de Weesen avaient déjà refusé la précédente révision de l'AVS en 2017."
3338,80.4,80.4,19.6,"Schmerikon SG","Schmerikon (SG)","Schmerikon SG","A Schmerikon, les habitants sont favorables à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS avec 80,4 pour cent des voix. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a par contre été refusée avec 50,9 pour cent de non. Les citoyens de Schmerikon avaient déjà refusé la précédente révision de l'AVS en 2017."
3339,23.9,23.9,76.1,"Uznach SG","Uznach (SG)","Uznach SG","A Uznach, les habitants disent non à 76,1 pour cent à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS. Si cette proposition a été refusée, l'autre concernant la révision de l'AVS a été acceptée ce dimanche avec 73,3 pour cent de oui. Les citoyens d'Uznach avaient déjà refusé la précédente révision de l'AVS en 2017."
3340,4.2,4.2,95.8,"Rapperswil-Jona SG","Rapperswil-Jona (SG)","Rapperswil-Jona SG","Les habitants de Rapperswil-Jona rejettent une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS avec 95,8 pour cent de non. Si cette proposition a été refusée, l'autre concernant la révision de l'AVS a été acceptée ce dimanche avec 71,6 pour cent de oui. Les citoyens de Rapperswil-Jona avaient déjà refusé la précédente révision de l'AVS en 2017."
3341,43,43,57,"Gommiswald SG","Gommiswald (SG)","Gommiswald SG","Les habitants de Gommiswald rejettent une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS avec 57 pour cent de non. L'autre proposition concernant la révision de l'AVS a aussi été refusée ce dimanche avec 80,6 pour cent de non. Les citoyens de Gommiswald avaient déjà refusé la précédente révision de l'AVS en 2017."
3342,87.6,87.6,12.4,"Eschenbach SG","Eschenbach (SG)","Eschenbach SG","Les électeurs d'Eschenbach (SG) valident une hausse du taux de TVA pour couvrir les besoins financiers de l'AVS avec 87,6 pour cent des suffrages. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a par contre été refusée avec 61,2 pour cent de non. Les citoyens d'Eschenbach (SG) avaient déjà refusé la précédente révision de l'AVS en 2017."
3352,87.3,87.3,12.7,"Ebnat-Kappel SG","Ebnat-Kappel (SG)","Ebnat-Kappel SG","A Ebnat-Kappel, les habitants disent oui à 87,3 pour cent à une augmentation du taux de TVA pour financer la réforme de l'AVS. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a par contre été refusée avec 51,9 pour cent de non. Les citoyens d'Ebnat-Kappel avaient déjà refusé la précédente révision de l'AVS en 2017."
3359,44.4,44.4,55.6,"Wildhaus-Alt St. Johann SG","Wildhaus-Alt St. Johann (SG)","Wildhaus-Alt St. Johann SG","C'est non à 55,6 pour cent à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS à Wildhaus-Alt St. Johann. L'autre proposition concernant la révision de l'AVS a aussi été refusée ce dimanche avec 83,2 pour cent de non. Les citoyens de Wildhaus-Alt St. Johann avaient déjà refusé la précédente révision de l'AVS en 2017."
3360,91.7,91.7,8.3,"Nesslau SG","Nesslau (SG)","Nesslau SG","Une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS passe la rampe à Nesslau avec 91,7 pour cent des voix. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée avec 72,1 pour cent des voix. Dans le camp du non en 2017 lors de la précédente révision de l'AVS, Nesslau passe cette fois-ci du côté du oui."
3372,60.6,60.6,39.4,"Hemberg SG","Hemberg (SG)","Hemberg SG","Les électeurs de Hemberg valident une hausse du taux de TVA pour couvrir les besoins financiers de l'AVS avec 60,6 pour cent des suffrages. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a par contre été refusée avec 85,8 pour cent de non. Les citoyens de Hemberg avaient déjà refusé la précédente révision de l'AVS en 2017."
3374,50.8,50.8,49.2,"Lichtensteig SG","Lichtensteig (SG)","Lichtensteig SG","A Lichtensteig, les habitants sont favorables à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS avec 50,8 pour cent des voix. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée avec 91,3 pour cent des voix. Dans le camp du non en 2017 lors de la précédente révision de l'AVS, Lichtensteig passe cette fois-ci du côté du oui."
3375,8,8,92,"Oberhelfenschwil SG","Oberhelfenschwil (SG)","Oberhelfenschwil SG","L'augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS échoue à Oberhelfenschwil avec 92 pour cent de non. Si cette proposition a été refusée, l'autre concernant la révision de l'AVS a été acceptée ce dimanche avec 51,4 pour cent de oui. Les citoyens d'Oberhelfenschwil avaient déjà refusé la précédente révision de l'AVS en 2017."
3378,50.8,50.8,49.2,"Neckertal SG","Neckertal (SG)","Neckertal SG","Les habitants de Neckertal acceptent une hausse du taux de TVA pour couvrir les besoins financiers de l'AVS avec 50,8 pour cent de oui. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a par contre été refusée avec 66,4 pour cent de non. Les citoyens de Neckertal avaient déjà refusé la précédente révision de l'AVS en 2017."
3379,48.9,48.9,51.1,"Wattwil SG","Wattwil (SG)","Wattwil SG","Les habitants de Wattwil s'opposent à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS avec 51,1 pour cent de non. Si cette proposition a été refusée, l'autre concernant la révision de l'AVS a été acceptée ce dimanche avec 54,5 pour cent de oui. Les citoyens de Wattwil avaient déjà refusé la précédente révision de l'AVS en 2017."
3392,26.8,26.8,73.2,"Kirchberg SG","Kirchberg (SG)","Kirchberg SG","Une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS ne passe pas la rampe à Kirchberg (SG) avec 73,2 pour cent des voix. L'autre proposition concernant la révision de l'AVS a aussi été refusée ce dimanche avec 59,8 pour cent de non. Les citoyens de Kirchberg (SG) avaient déjà refusé la précédente révision de l'AVS en 2017."
