"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_i"
2702,38.9,38.9,61.1,"Bettingen BS","Bettingen (BS)","Bettingen BS","I cittadini di Bettingen si sono opposti all'aumento dell'IVA per coprire i bisogni finanziari dell'AVS . Il testo è stato respinto con il 61,1 percento dei voti. La seconda proposta concernente l'AVS è stata invece accettata con il 86,5 percento dei voti. Bettingen ha cambiato fazione: nel 2017 era a favore della riforma AVS, mentre ora la boccia."
2703,98.4,98.4,1.6,"Riehen BS","Riehen (BS)","Riehen BS","Nel comune di Riehen l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS  è stato approvato con il 98,4 percento dei voti. Anche la seconda proposta concernente l'AVS è stata accettata con il 55,7 percento dei voti. Riehen ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
2761,41.9,41.9,58.1,"Aesch BL","Aesch (BL)","Aesch BL","Da Aesch BL è arrivato un ""no"" alle urne per l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS. I cittadini hanno respinto il testo con il 58,1 percento dei voti. La seconda proposta concernente l'AVS è stata invece accettata con il 57,9 percento dei voti. A Aesch BL come nel 2017 gli elettroi hanno detto no - con il 56,6 percento dei voti – alla riforma dell'AVS."
2762,26.4,26.4,73.6,"Allschwil BL","Allschwil (BL)","Allschwil BL","No all'aumento dell'IVA per coprire i bisogni finanziari dell'AVS nel comune di Allschwil: i cittadini hanno bocciato il testo con il 73,6 percento dei voti. La seconda proposta concernente l'AVS è stata invece accettata con il 73,7 percento dei voti. A Allschwil come nel 2017 gli elettroi hanno detto no - con il 53,8 percento dei voti – alla riforma dell'AVS."
2763,47.9,47.9,52.1,"Arlesheim BL","Arlesheim (BL)","Arlesheim BL","Nel comune di Arlesheim l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS  è stato respinto con il 52,1 percento dei voti. La seconda proposta concernente l'AVS è stata invece accettata con il 68,3 percento dei voti. Arlesheim ha cambiato fazione: nel 2017 era a favore della riforma AVS, mentre ora la boccia."
2764,56.7,56.7,43.3,"Biel-Benken BL","Biel-Benken (BL)","Biel-Benken BL","A Biel-Benken i cittadini hanno accolto, con il 56,7 percento dei voti, l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS. La seconda proposta concernente l'AVS è stata invece respinta con il 43,8 percento dei voti. A Biel-Benken come nel 2017 gli elettroi hanno detto no - con il 55,7 percento dei voti – alla riforma dell'AVS."
2765,87.3,87.3,12.7,"Binningen BL","Binningen (BL)","Binningen BL","Nel comune di Binningen l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS  è stato approvato con il 87,3 percento dei voti. Anche la seconda proposta concernente l'AVS è stata accettata con il 76,7 percento dei voti. Binningen ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
2766,33.8,33.8,66.2,"Birsfelden BL","Birsfelden (BL)","Birsfelden BL","No all'aumento dell'IVA per coprire i bisogni finanziari dell'AVS nel comune di Birsfelden: i cittadini hanno bocciato il testo con il 66,2 percento dei voti. La seconda proposta concernente l'AVS è stata invece accettata con il 63,1 percento dei voti. A Birsfelden come nel 2017 gli elettroi hanno detto no - con il 51,9 percento dei voti – alla riforma dell'AVS."
2767,46.2,46.2,53.8,"Bottmingen BL","Bottmingen (BL)","Bottmingen BL","I cittadini di Bottmingen si sono opposti all'aumento dell'IVA per coprire i bisogni finanziari dell'AVS . Il testo è stato respinto con il 53,8 percento dei voti. La seconda proposta concernente l'AVS è stata invece accettata con il 95,5 percento dei voti. A Bottmingen come nel 2017 gli elettroi hanno detto no - con il 54 percento dei voti – alla riforma dell'AVS."
2768,43.1,43.1,56.9,"Ettingen BL","Ettingen (BL)","Ettingen BL","I cittadini di Ettingen si sono opposti all'aumento dell'IVA per coprire i bisogni finanziari dell'AVS . Il testo è stato respinto con il 56,9 percento dei voti. Anche la seconda proposta concernente l'AVS è stata respinta con il 3,5 percento dei voti. A Ettingen come nel 2017 gli elettroi hanno detto no - con il 55,1 percento dei voti – alla riforma dell'AVS."
2769,57.2,57.2,42.8,"Münchenstein BL","Münchenstein (BL)","Münchenstein BL","Nel comune di Münchenstein l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS  è stato approvato con il 57,2 percento dei voti. La seconda proposta concernente l'AVS è stata invece respinta con il 26,1 percento dei voti. A Münchenstein come nel 2017 gli elettroi hanno detto no - con il 50,2 percento dei voti – alla riforma dell'AVS."
2770,21.7,21.7,78.3,"Muttenz BL","Muttenz (BL)","Muttenz BL","A Muttenz i cittadini hanno respinto, con il 78,3 percento dei voti, l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS . La seconda proposta concernente l'AVS è stata invece accettata con il 51,2 percento dei voti. A Muttenz come nel 2017 gli elettroi hanno detto no - con il 51,2 percento dei voti – alla riforma dell'AVS."
2771,86.3,86.3,13.7,"Oberwil BL","Oberwil (BL)","Oberwil BL","I cittadini di Oberwil BL si sono espressi a favore dell'aumento dell'IVA per coprire i bisogni finanziari dell'AVS. Il testo è stato approvato con il 86,3 percento dei voti. La seconda proposta concernente l'AVS è stata invece respinta con il 24,1 percento dei voti. A Oberwil BL come nel 2017 gli elettroi hanno detto no - con il 53,8 percento dei voti – alla riforma dell'AVS."
2772,55.8,55.8,44.2,"Pfeffingen BL","Pfeffingen (BL)","Pfeffingen BL","Con il 55,8 percento di ""sì"", i cittadini del comune di Pfeffingen hanno accolto l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS . Anche la seconda proposta concernente l'AVS è stata accettata con il 77,1 percento dei voti. Pfeffingen ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
2773,73.8,73.8,26.2,"Reinach BL","Reinach (BL)","Reinach BL","Nel comune di Reinach BL l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS è stato accettato con il 73,8 percento dei voti. La seconda proposta concernente l'AVS è stata invece respinta con il 38,3 percento dei voti. A Reinach BL come nel 2017 gli elettroi hanno detto no - con il 56,1 percento dei voti – alla riforma dell'AVS."
2774,12.3,12.3,87.7,"Schönenbuch BL","Schönenbuch (BL)","Schönenbuch BL","I cittadini di Schönenbuch si sono opposti all'aumento dell'IVA per coprire i bisogni finanziari dell'AVS . Il testo è stato respinto con il 87,7 percento dei voti. Anche la seconda proposta concernente l'AVS è stata respinta con il 31,4 percento dei voti. A Schönenbuch come nel 2017 gli elettroi hanno detto no - con il 54,1 percento dei voti – alla riforma dell'AVS."
2775,82.6,82.6,17.4,"Therwil BL","Therwil (BL)","Therwil BL","Sì all'aumento dell'IVA per coprire i bisogni finanziari dell'AVS nel comune di Therwil: i cittadini hanno approvato il testo con il 82,6 percento dei voti. Anche la seconda proposta concernente l'AVS è stata accettata con il 99,7 percento dei voti. Therwil ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
2781,34.5,34.5,65.5,"Blauen BL","Blauen (BL)","Blauen BL","Nel comune di Blauen l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS  è stato respinto con il 65,5 percento dei voti. Anche la seconda proposta concernente l'AVS è stata respinta con il 48,9 percento dei voti. A Blauen come nel 2017 gli elettroi hanno detto no - con il 56,3 percento dei voti – alla riforma dell'AVS."
2782,32.4,32.4,67.6,"Brislach BL","Brislach (BL)","Brislach BL","Con il 67,6 percento di ""no"", i cittadini del comune di Brislach hanno bocciato l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS. Anche la seconda proposta concernente l'AVS è stata respinta con il 41,7 percento dei voti. A Brislach come nel 2017 gli elettroi hanno detto no - con il 68,7 percento dei voti – alla riforma dell'AVS."
2783,68.5,68.5,31.5,"Burg im Leimental BL","Burg im Leimental (BL)","Burg im Leimental BL","Nel comune di Burg im Leimental l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS è stato accettato con il 68,5 percento dei voti. La seconda proposta concernente l'AVS è stata invece respinta con il 45,8 percento dei voti. A Burg im Leimental come nel 2017 gli elettroi hanno detto no - con il 64,8 percento dei voti – alla riforma dell'AVS."
2784,87.6,87.6,12.4,"Dittingen BL","Dittingen (BL)","Dittingen BL","I cittadini di Dittingen si sono espressi a favore dell'aumento dell'IVA per coprire i bisogni finanziari dell'AVS. Il testo è stato approvato con il 87,6 percento dei voti. Anche la seconda proposta concernente l'AVS è stata accettata con il 73,2 percento dei voti. A Dittingen come nel 2017 gli elettori hanno detto sì - con il 50,4 percento dei voti – alla riforma dell'AVS."
2785,4.8,4.8,95.2,"Duggingen BL","Duggingen (BL)","Duggingen BL","No all'aumento dell'IVA per coprire i bisogni finanziari dell'AVS nel comune di Duggingen: i cittadini hanno bocciato il testo con il 95,2 percento dei voti. La seconda proposta concernente l'AVS è stata invece accettata con il 50,5 percento dei voti. A Duggingen come nel 2017 gli elettroi hanno detto no - con il 59,1 percento dei voti – alla riforma dell'AVS."
2786,57.9,57.9,42.1,"Grellingen BL","Grellingen (BL)","Grellingen BL","Con il 57,9 percento di ""sì"", i cittadini del comune di Grellingen hanno accolto l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS . La seconda proposta concernente l'AVS è stata invece respinta con il 35,4 percento dei voti. A Grellingen come nel 2017 gli elettroi hanno detto no - con il 56,2 percento dei voti – alla riforma dell'AVS."
2787,64,64,36,"Laufen BL","Laufon (BL)","Laufen BL","I cittadini di Laufen si sono espressi a favore dell'aumento dell'IVA per coprire i bisogni finanziari dell'AVS. Il testo è stato approvato con il 64 percento dei voti. La seconda proposta concernente l'AVS è stata invece respinta con il 29,3 percento dei voti. A Laufen come nel 2017 gli elettroi hanno detto no - con il 55 percento dei voti – alla riforma dell'AVS."
2788,92.3,92.3,7.7,"Liesberg BL","Liesberg (BL)","Liesberg BL","Sì all'aumento dell'IVA per coprire i bisogni finanziari dell'AVS nel comune di Liesberg: i cittadini hanno approvato il testo con il 92,3 percento dei voti. Anche la seconda proposta concernente l'AVS è stata accettata con il 61,3 percento dei voti. Liesberg ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
2789,57.7,57.7,42.3,"Nenzlingen BL","Nenzlingen (BL)","Nenzlingen BL","Nel comune di Nenzlingen l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS  è stato approvato con il 57,7 percento dei voti. Anche la seconda proposta concernente l'AVS è stata accettata con il 85,9 percento dei voti. Nenzlingen ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
2790,5.7,5.7,94.3,"Roggenburg BL","Roggenburg (BL)","Roggenburg BL","Con il 94,3 percento di ""no"", i cittadini del comune di Roggenburg hanno bocciato l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS. Anche la seconda proposta concernente l'AVS è stata respinta con il 19 percento dei voti. A Roggenburg come nel 2017 gli elettroi hanno detto no - con il 72,1 percento dei voti – alla riforma dell'AVS."
2791,46.1,46.1,53.9,"Röschenz BL","Röschenz (BL)","Röschenz BL","Da Röschenz è arrivato un ""no"" alle urne per l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS. I cittadini hanno respinto il testo con il 53,9 percento dei voti. La seconda proposta concernente l'AVS è stata invece accettata con il 60,2 percento dei voti. A Röschenz come nel 2017 gli elettroi hanno detto no - con il 59,4 percento dei voti – alla riforma dell'AVS."
2792,34.5,34.5,65.5,"Wahlen BL","Wahlen (BL)","Wahlen BL","I cittadini di Wahlen si sono opposti all'aumento dell'IVA per coprire i bisogni finanziari dell'AVS . Il testo è stato respinto con il 65,5 percento dei voti. La seconda proposta concernente l'AVS è stata invece accettata con il 56,4 percento dei voti. A Wahlen come nel 2017 gli elettroi hanno detto no - con il 68,2 percento dei voti – alla riforma dell'AVS."
2793,51.3,51.3,48.7,"Zwingen BL","Zwingen (BL)","Zwingen BL","A Zwingen i cittadini hanno accolto, con il 51,3 percento dei voti, l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS. La seconda proposta concernente l'AVS è stata invece respinta con il 43,4 percento dei voti. A Zwingen come nel 2017 gli elettroi hanno detto no - con il 56,2 percento dei voti – alla riforma dell'AVS."
2821,34.4,34.4,65.6,"Arisdorf BL","Arisdorf (BL)","Arisdorf BL","Nel comune di Arisdorf l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS  è stato respinto con il 65,6 percento dei voti. La seconda proposta concernente l'AVS è stata invece accettata con il 93,4 percento dei voti. A Arisdorf come nel 2017 gli elettroi hanno detto no - con il 63,1 percento dei voti – alla riforma dell'AVS."
2822,32.2,32.2,67.8,"Augst BL","Augst (BL)","Augst BL","Nel comune di Augst l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS è stato bocciato con il 67,8 percento dei voti. Anche la seconda proposta concernente l'AVS è stata respinta con il 11 percento dei voti. A Augst come nel 2017 gli elettroi hanno detto no - con il 53,7 percento dei voti – alla riforma dell'AVS."
2823,35.8,35.8,64.2,"Bubendorf BL","Bubendorf (BL)","Bubendorf BL","I cittadini di Bubendorf si sono opposti all'aumento dell'IVA per coprire i bisogni finanziari dell'AVS . Il testo è stato respinto con il 64,2 percento dei voti. Anche la seconda proposta concernente l'AVS è stata respinta con il 45,7 percento dei voti. A Bubendorf come nel 2017 gli elettroi hanno detto no - con il 51,6 percento dei voti – alla riforma dell'AVS."
2824,63,63,37,"Frenkendorf BL","Frenkendorf (BL)","Frenkendorf BL","Nel comune di Frenkendorf l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS  è stato approvato con il 63 percento dei voti. La seconda proposta concernente l'AVS è stata invece respinta con il 22,2 percento dei voti. A Frenkendorf come nel 2017 gli elettroi hanno detto no - con il 56 percento dei voti – alla riforma dell'AVS."
2825,19.3,19.3,80.7,"Füllinsdorf BL","Füllinsdorf (BL)","Füllinsdorf BL","Nel comune di Füllinsdorf l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS è stato bocciato con il 80,7 percento dei voti. Anche la seconda proposta concernente l'AVS è stata respinta con il 48,4 percento dei voti. A Füllinsdorf come nel 2017 gli elettroi hanno detto no - con il 60,8 percento dei voti – alla riforma dell'AVS."
2826,62.8,62.8,37.2,"Giebenach BL","Giebenach (BL)","Giebenach BL","Da Giebenach è arrivato un ""sì"" alle urne per l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS. I cittadini hanno accolto il testo con il 62,8 percento dei voti. La seconda proposta concernente l'AVS è stata invece respinta con il 29 percento dei voti. A Giebenach come nel 2017 gli elettroi hanno detto no - con il 66,2 percento dei voti – alla riforma dell'AVS."
2827,26.1,26.1,73.9,"Hersberg BL","Hersberg (BL)","Hersberg BL","No all'aumento dell'IVA per coprire i bisogni finanziari dell'AVS nel comune di Hersberg: i cittadini hanno bocciato il testo con il 73,9 percento dei voti. La seconda proposta concernente l'AVS è stata invece accettata con il 54 percento dei voti. A Hersberg come nel 2017 gli elettroi hanno detto no - con il 66,1 percento dei voti – alla riforma dell'AVS."
2828,49.2,49.2,50.8,"Lausen BL","Lausen (BL)","Lausen BL","Nel comune di Lausen l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS  è stato respinto con il 50,8 percento dei voti. La seconda proposta concernente l'AVS è stata invece accettata con il 64,6 percento dei voti. A Lausen come nel 2017 gli elettroi hanno detto no - con il 55,8 percento dei voti – alla riforma dell'AVS."
2829,57.5,57.5,42.5,"Liestal BL","Liestal (BL)","Liestal BL","A Liestal i cittadini hanno accolto, con il 57,5 percento dei voti, l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS. La seconda proposta concernente l'AVS è stata invece respinta con il 43,1 percento dei voti. Liestal ha cambiato fazione: nel 2017 era a favore della riforma AVS, mentre ora la boccia."
