"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_d"
2527,67.1,67.1,32.9,"Luterbach SO","Luterbach (SO)","Luterbach SO","Luterbach hat der Erhöhung des Frauenrentenalters auf 65 mit 67,1 Prozent  zugestimmt. Da die Gemeinde auch der Erhöhung der Mehrwertsteuer mit 61,3 Prozent zugestimmt hat, ist die AHV-Reform in Luterbach damit angenommen worden. Damit hat in Luterbach im Vergleich zur letzten AHV-Abstimmungim Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 60,7 Prozent ein Nein in die Urne gelegt."
2528,85.5,85.5,14.5,"Obergerlafingen SO","Obergerlafingen (SO)","Obergerlafingen SO","In Obergerlafingen hat die Stimmbevölkerung der Erhöhung des Frauenrentenalters auf 65 mit einem Ja-Stimmen-Anteil von 85,5 Prozent zugestimmt. Da die Gemeinde auch der Erhöhung der Mehrwertsteuer mit 64,3 Prozent zugestimmt hat, ist die AHV-Reform in Obergerlafingen damit angenommen worden. Damit hat in Obergerlafingen im Vergleich zur letzten AHV-Abstimmungim Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 60,3 Prozent ein Nein in die Urne gelegt."
2529,41.7,41.7,58.3,"Oekingen SO","Oekingen (SO)","Oekingen SO","Keine Mehrheit für die Erhöhung des Frauenrentenalters auf 65 in Oekingen: Mit 58,3 Prozent hat die Gemeinde die Vorlage verworfen. Obwohl die Gemeinde der Erhöhung der Mehrwertsteuer mit 57,3 Prozent angenommen hat, ist die AHV-Reform in Oekingen damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Oekingen eine Rentenreform mit 62,5 Prozent Nein-Stimmen abgelehnt."
2530,72.6,72.6,27.4,"Recherswil SO","Recherswil (SO)","Recherswil SO","Die Gemeinde Recherswil hat die Erhöhung des Frauenrentenalters auf 65 mit 72,6 Prozent angenommen. Weil die Gemeinde die Erhöhung der Mehrwertsteuer aber mit 65,8 Prozent Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Recherswil damit trotzdem gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Recherswil eine Rentenreform mit 61,8 Prozent Nein-Stimmen abgelehnt."
2532,15.7,15.7,84.3,"Subingen SO","Subingen (SO)","Subingen SO","In Subingen hat die Stimmbevölkerung die Erhöhung des Frauenrentenalters auf 65 mit 84,3 Prozent abgelehnt. Obwohl die Gemeinde der Erhöhung der Mehrwertsteuer mit 60,6 Prozent angenommen hat, ist die AHV-Reform in Subingen damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Subingen eine Rentenreform mit 61,3 Prozent Nein-Stimmen abgelehnt."
2534,24.9,24.9,75.1,"Zuchwil SO","Zuchwil (SO)","Zuchwil SO","Keine Mehrheit für die Erhöhung des Frauenrentenalters auf 65 in Zuchwil: Mit 75,1 Prozent hat die Gemeinde die Vorlage verworfen. Da die Gemeinde auch die Erhöhung der Mehrwertsteuer mit 84,2 Prozent Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Zuchwil damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Zuchwil eine Rentenreform mit 51,9 Prozent Nein-Stimmen abgelehnt."
2535,86.1,86.1,13.9,"Drei Höfe SO","Drei Höfe (SO)","Drei Höfe SO","Ja zur Erhöhung des Frauenrentenalters auf 65 in Drei Höfe mit 86,1 Prozent. Weil die Gemeinde die Erhöhung der Mehrwertsteuer aber mit 81,6 Prozent Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Drei Höfe damit trotzdem gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Drei Höfe eine Rentenreform mit 53,5 Prozent Nein-Stimmen abgelehnt."
2541,17.5,17.5,82.5,"Balm bei Günsberg SO","Balm bei Günsberg (SO)","Balm bei Günsberg SO","In Balm bei Günsberg hat die Erhöhung des Frauenrentenalters auf 65 keine Mehrheit gefunden. Auf 82,5 Prozent der abgegebenen Stimmzettel stand ein Nein. Da die Gemeinde auch die Erhöhung der Mehrwertsteuer mit 84,3 Prozent Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Balm bei Günsberg damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Balm bei Günsberg eine Rentenreform mit 57 Prozent Nein-Stimmen abgelehnt."
2542,46.8,46.8,53.2,"Bellach SO","Bellach (SO)","Bellach SO","53,2 Prozent Nein zur Erhöhung des Frauenrentenalters auf 65 in Bellach. Da die Gemeinde auch die Erhöhung der Mehrwertsteuer mit 67,3 Prozent Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Bellach damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Bellach eine Rentenreform mit 60,7 Prozent Nein-Stimmen abgelehnt."
2543,32.6,32.6,67.4,"Bettlach SO","Bettlach (SO)","Bettlach SO","Bettlach hat die Erhöhung des Frauenrentenalters auf 65 mit 67,4 Prozent abgelehnt. Obwohl die Gemeinde der Erhöhung der Mehrwertsteuer mit 57,9 Prozent angenommen hat, ist die AHV-Reform in Bettlach damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Bettlach eine Rentenreform mit 66,7 Prozent Nein-Stimmen abgelehnt."
2544,60.2,60.2,39.8,"Feldbrunnen-St. Niklaus SO","Feldbrunnen-St. Niklaus (SO)","Feldbrunnen-St. Niklaus SO","Feldbrunnen-St. Niklaus hat der Erhöhung des Frauenrentenalters auf 65 mit 60,2 Prozent  zugestimmt. Da die Gemeinde auch der Erhöhung der Mehrwertsteuer mit 50,6 Prozent zugestimmt hat, ist die AHV-Reform in Feldbrunnen-St. Niklaus damit angenommen worden. Damit hat in Feldbrunnen-St. Niklaus im Vergleich zur letzten AHV-Abstimmungim Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 61,1 Prozent ein Nein in die Urne gelegt."
2545,61.5,61.5,38.5,"Flumenthal SO","Flumenthal (SO)","Flumenthal SO","61,5 Prozent in Flumenthal sagen Ja zur Erhöhung des Frauenrentenalters auf 65 . Da die Gemeinde auch der Erhöhung der Mehrwertsteuer mit 56,4 Prozent zugestimmt hat, ist die AHV-Reform in Flumenthal damit angenommen worden. Damit hat in Flumenthal im Vergleich zur letzten AHV-Abstimmungim Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 63,9 Prozent ein Nein in die Urne gelegt."
2546,87.3,87.3,12.7,"Grenchen SO","Granges (SO)","Grenchen SO","Grenchen hat der Erhöhung des Frauenrentenalters auf 65 mit 87,3 Prozent  zugestimmt. Da die Gemeinde auch der Erhöhung der Mehrwertsteuer mit 60,9 Prozent zugestimmt hat, ist die AHV-Reform in Grenchen damit angenommen worden. Damit hat in Grenchen im Vergleich zur letzten AHV-Abstimmungim Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 60,5 Prozent ein Nein in die Urne gelegt."
2547,82.9,82.9,17.1,"Günsberg SO","Günsberg (SO)","Günsberg SO","Günsberg hat der Erhöhung des Frauenrentenalters auf 65 mit 82,9 Prozent  zugestimmt. Weil die Gemeinde die Erhöhung der Mehrwertsteuer aber mit 66,1 Prozent Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Günsberg damit trotzdem gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Günsberg eine Rentenreform mit 67,5 Prozent Nein-Stimmen abgelehnt."
2548,56.2,56.2,43.8,"Hubersdorf SO","Hubersdorf (SO)","Hubersdorf SO","In Hubersdorf hat die Stimmbevölkerung der Erhöhung des Frauenrentenalters auf 65 mit einem Ja-Stimmen-Anteil von 56,2 Prozent zugestimmt. Da die Gemeinde auch der Erhöhung der Mehrwertsteuer mit 61,3 Prozent zugestimmt hat, ist die AHV-Reform in Hubersdorf damit angenommen worden. Damit hat in Hubersdorf im Vergleich zur letzten AHV-Abstimmungim Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 53,2 Prozent ein Nein in die Urne gelegt."
2549,34.8,34.8,65.2,"Kammersrohr SO","Kammersrohr (SO)","Kammersrohr SO","65,2 Prozent Nein zur Erhöhung des Frauenrentenalters auf 65 in Kammersrohr. Obwohl die Gemeinde der Erhöhung der Mehrwertsteuer mit 86 Prozent angenommen hat, ist die AHV-Reform in Kammersrohr damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Kammersrohr eine Rentenreform mit 70,6 Prozent Nein-Stimmen abgelehnt."
2550,20.2,20.2,79.8,"Langendorf SO","Langendorf (SO)","Langendorf SO","79,8 Prozent der Stimmbürgerinnen und Stimmbürger von Langendorf sagen Nein zur Erhöhung des Frauenrentenalters auf 65. Obwohl die Gemeinde der Erhöhung der Mehrwertsteuer mit 69,8 Prozent angenommen hat, ist die AHV-Reform in Langendorf damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Langendorf eine Rentenreform mit 52,1 Prozent Nein-Stimmen abgelehnt."
2551,40.8,40.8,59.2,"Lommiswil SO","Lommiswil (SO)","Lommiswil SO","Nein zur Erhöhung des Frauenrentenalters auf 65 in Lommiswil. Die Gemeinde hat das Volksbegehren mit 59,2 Prozent abgelehnt. Da die Gemeinde auch die Erhöhung der Mehrwertsteuer mit 84,8 Prozent Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Lommiswil damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Lommiswil eine Rentenreform mit 58,1 Prozent Nein-Stimmen abgelehnt."
2553,11.6,11.6,88.4,"Oberdorf SO","Oberdorf (SO)","Oberdorf SO","88,4 Prozent der Stimmbürgerinnen und Stimmbürger von Oberdorf SO sagen Nein zur Erhöhung des Frauenrentenalters auf 65. Da die Gemeinde auch die Erhöhung der Mehrwertsteuer mit 58,5 Prozent Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Oberdorf SO damit gescheitert. Damit hat in Oberdorf SO im Vergleich zur letzten AHV-Abstimmung im Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 51 Prozent ein Ja in die Urne gelegt."
2554,13.2,13.2,86.8,"Riedholz SO","Riedholz (SO)","Riedholz SO","Keine Mehrheit für die Erhöhung des Frauenrentenalters auf 65 in Riedholz: Mit 86,8 Prozent hat die Gemeinde die Vorlage verworfen. Da die Gemeinde auch die Erhöhung der Mehrwertsteuer mit 59,2 Prozent Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Riedholz damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Riedholz eine Rentenreform mit 55,9 Prozent Nein-Stimmen abgelehnt."
2555,0.9,0.9,99.1,"Rüttenen SO","Rüttenen (SO)","Rüttenen SO","Nein zur Erhöhung des Frauenrentenalters auf 65 in Rüttenen. Die Gemeinde hat das Volksbegehren mit 99,1 Prozent abgelehnt. Da die Gemeinde auch die Erhöhung der Mehrwertsteuer mit 79,6 Prozent Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Rüttenen damit gescheitert. Damit hat in Rüttenen im Vergleich zur letzten AHV-Abstimmung im Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 50,2 Prozent ein Ja in die Urne gelegt."
2556,34.7,34.7,65.3,"Selzach SO","Selzach (SO)","Selzach SO","In Selzach hat die Stimmbevölkerung die Erhöhung des Frauenrentenalters auf 65 mit 65,3 Prozent abgelehnt. Da die Gemeinde auch die Erhöhung der Mehrwertsteuer mit 60,3 Prozent Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Selzach damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Selzach eine Rentenreform mit 60,8 Prozent Nein-Stimmen abgelehnt."
2571,7.3,7.3,92.7,"Boningen SO","Boningen (SO)","Boningen SO","92,7 Prozent der Stimmbürgerinnen und Stimmbürger von Boningen sagen Nein zur Erhöhung des Frauenrentenalters auf 65. Da die Gemeinde auch die Erhöhung der Mehrwertsteuer mit 74,4 Prozent Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Boningen damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Boningen eine Rentenreform mit 67,1 Prozent Nein-Stimmen abgelehnt."
2572,36.1,36.1,63.9,"Däniken SO","Däniken (SO)","Däniken SO","63,9 Prozent der Stimmbürgerinnen und Stimmbürger von Däniken sagen Nein zur Erhöhung des Frauenrentenalters auf 65. Obwohl die Gemeinde der Erhöhung der Mehrwertsteuer mit 81,8 Prozent angenommen hat, ist die AHV-Reform in Däniken damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Däniken eine Rentenreform mit 69,9 Prozent Nein-Stimmen abgelehnt."
2573,67,67,33,"Dulliken SO","Dulliken (SO)","Dulliken SO","Dulliken hat der Erhöhung des Frauenrentenalters auf 65 mit 67 Prozent  zugestimmt. Weil die Gemeinde die Erhöhung der Mehrwertsteuer aber mit 63,6 Prozent Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Dulliken damit trotzdem gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Dulliken eine Rentenreform mit 61,5 Prozent Nein-Stimmen abgelehnt."
2574,67.8,67.8,32.2,"Eppenberg-Wöschnau SO","Eppenberg-Wöschnau (SO)","Eppenberg-Wöschnau SO","67,8 Prozent in Eppenberg-Wöschnau sagen Ja zur Erhöhung des Frauenrentenalters auf 65 . Weil die Gemeinde die Erhöhung der Mehrwertsteuer aber mit 61,6 Prozent Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Eppenberg-Wöschnau damit trotzdem gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Eppenberg-Wöschnau eine Rentenreform mit 80,8 Prozent Nein-Stimmen abgelehnt."
2575,44.9,44.9,55.1,"Fulenbach SO","Fulenbach (SO)","Fulenbach SO","Keine Mehrheit für die Erhöhung des Frauenrentenalters auf 65 in Fulenbach: Mit 55,1 Prozent hat die Gemeinde die Vorlage verworfen. Da die Gemeinde auch die Erhöhung der Mehrwertsteuer mit 86,8 Prozent Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Fulenbach damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Fulenbach eine Rentenreform mit 60,1 Prozent Nein-Stimmen abgelehnt."
2576,21.3,21.3,78.7,"Gretzenbach SO","Gretzenbach (SO)","Gretzenbach SO","Gretzenbach hat die Erhöhung des Frauenrentenalters auf 65 mit 78,7 Prozent abgelehnt. Da die Gemeinde auch die Erhöhung der Mehrwertsteuer mit 66,3 Prozent Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Gretzenbach damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Gretzenbach eine Rentenreform mit 65,2 Prozent Nein-Stimmen abgelehnt."
2578,47.1,47.1,52.9,"Gunzgen SO","Gunzgen (SO)","Gunzgen SO","52,9 Prozent Nein zur Erhöhung des Frauenrentenalters auf 65 in Gunzgen. Obwohl die Gemeinde der Erhöhung der Mehrwertsteuer mit 76,6 Prozent angenommen hat, ist die AHV-Reform in Gunzgen damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Gunzgen eine Rentenreform mit 64,4 Prozent Nein-Stimmen abgelehnt."
2579,78.8,78.8,21.2,"Hägendorf SO","Hägendorf (SO)","Hägendorf SO","In Hägendorf hat die Stimmbevölkerung der Erhöhung des Frauenrentenalters auf 65 mit einem Ja-Stimmen-Anteil von 78,8 Prozent zugestimmt. Da die Gemeinde auch der Erhöhung der Mehrwertsteuer mit 64,2 Prozent zugestimmt hat, ist die AHV-Reform in Hägendorf damit angenommen worden. Damit hat in Hägendorf im Vergleich zur letzten AHV-Abstimmungim Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 61,3 Prozent ein Nein in die Urne gelegt."
2580,87.8,87.8,12.2,"Kappel SO","Kappel (SO)","Kappel SO","In Kappel SO hat die Stimmbevölkerung der Erhöhung des Frauenrentenalters auf 65 mit einem Ja-Stimmen-Anteil von 87,8 Prozent zugestimmt. Weil die Gemeinde die Erhöhung der Mehrwertsteuer aber mit 70,6 Prozent Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Kappel SO damit trotzdem gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Kappel SO eine Rentenreform mit 57,5 Prozent Nein-Stimmen abgelehnt."
2581,31.7,31.7,68.3,"Olten SO","Olten (SO)","Olten SO","In Olten hat die Erhöhung des Frauenrentenalters auf 65 keine Mehrheit gefunden. Auf 68,3 Prozent der abgegebenen Stimmzettel stand ein Nein. Obwohl die Gemeinde der Erhöhung der Mehrwertsteuer mit 59,1 Prozent angenommen hat, ist die AHV-Reform in Olten damit gescheitert. Damit hat in Olten im Vergleich zur letzten AHV-Abstimmung im Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 56,5 Prozent ein Ja in die Urne gelegt."
2582,44.4,44.4,55.6,"Rickenbach SO","Rickenbach (SO)","Rickenbach SO","Rickenbach SO hat die Erhöhung des Frauenrentenalters auf 65 mit 55,6 Prozent abgelehnt. Da die Gemeinde auch die Erhöhung der Mehrwertsteuer mit 80,9 Prozent Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Rickenbach SO damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Rickenbach SO eine Rentenreform mit 73 Prozent Nein-Stimmen abgelehnt."
2583,56.6,56.6,43.4,"Schönenwerd SO","Schönenwerd (SO)","Schönenwerd SO","Die Gemeinde Schönenwerd hat die Erhöhung des Frauenrentenalters auf 65 mit 56,6 Prozent angenommen. Weil die Gemeinde die Erhöhung der Mehrwertsteuer aber mit 50,3 Prozent Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Schönenwerd damit trotzdem gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Schönenwerd eine Rentenreform mit 60,8 Prozent Nein-Stimmen abgelehnt."
2584,69.8,69.8,30.2,"Starrkirch-Wil SO","Starrkirch-Wil (SO)","Starrkirch-Wil SO","Starrkirch-Wil hat der Erhöhung des Frauenrentenalters auf 65 mit 69,8 Prozent  zugestimmt. Weil die Gemeinde die Erhöhung der Mehrwertsteuer aber mit 97,3 Prozent Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Starrkirch-Wil damit trotzdem gescheitert. Damit hat in Starrkirch-Wil im Vergleich zur letzten AHV-Abstimmung im Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 53,9 Prozent ein Ja in die Urne gelegt."
2585,53.9,53.9,46.1,"Walterswil SO","Walterswil (SO)","Walterswil SO","53,9 Prozent in Walterswil SO sagen Ja zur Erhöhung des Frauenrentenalters auf 65 . Weil die Gemeinde die Erhöhung der Mehrwertsteuer aber mit 71,2 Prozent Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Walterswil SO damit trotzdem gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Walterswil SO eine Rentenreform mit 62,8 Prozent Nein-Stimmen abgelehnt."
2586,35.8,35.8,64.2,"Wangen bei Olten SO","Wangen bei Olten (SO)","Wangen bei Olten SO","64,2 Prozent Nein zur Erhöhung des Frauenrentenalters auf 65 in Wangen bei Olten. Obwohl die Gemeinde der Erhöhung der Mehrwertsteuer mit 55,6 Prozent angenommen hat, ist die AHV-Reform in Wangen bei Olten damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Wangen bei Olten eine Rentenreform mit 54,2 Prozent Nein-Stimmen abgelehnt."
2601,4.3,4.3,95.7,"Solothurn SO","Soleure (SO)","Soletta SO","Keine Mehrheit für die Erhöhung des Frauenrentenalters auf 65 in Solothurn: Mit 95,7 Prozent hat die Gemeinde die Vorlage verworfen. Obwohl die Gemeinde der Erhöhung der Mehrwertsteuer mit 77,1 Prozent angenommen hat, ist die AHV-Reform in Solothurn damit gescheitert. Damit hat in Solothurn im Vergleich zur letzten AHV-Abstimmung im Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 55,9 Prozent ein Ja in die Urne gelegt."
2611,83.3,83.3,16.7,"Bärschwil SO","Bärschwil (SO)","Bärschwil SO","Die Gemeinde Bärschwil hat die Erhöhung des Frauenrentenalters auf 65 mit 83,3 Prozent angenommen. Weil die Gemeinde die Erhöhung der Mehrwertsteuer aber mit 64,2 Prozent Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Bärschwil damit trotzdem gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Bärschwil eine Rentenreform mit 58,7 Prozent Nein-Stimmen abgelehnt."
2612,75.1,75.1,24.9,"Beinwil SO","Beinwil (SO)","Beinwil SO","75,1 Prozent der Abstimmenden in der Gemeinde Beinwil SO haben Ja gesagt zur Erhöhung des Frauenrentenalters auf 65. Da die Gemeinde auch der Erhöhung der Mehrwertsteuer mit 91,6 Prozent zugestimmt hat, ist die AHV-Reform in Beinwil SO damit angenommen worden. Damit hat in Beinwil SO im Vergleich zur letzten AHV-Abstimmungim Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 61,7 Prozent ein Nein in die Urne gelegt."
2613,71.8,71.8,28.2,"Breitenbach SO","Breitenbach (SO)","Breitenbach SO","In Breitenbach hat die Stimmbevölkerung der Erhöhung des Frauenrentenalters auf 65 mit einem Ja-Stimmen-Anteil von 71,8 Prozent zugestimmt. Da die Gemeinde auch der Erhöhung der Mehrwertsteuer mit 65,2 Prozent zugestimmt hat, ist die AHV-Reform in Breitenbach damit angenommen worden. Damit hat in Breitenbach im Vergleich zur letzten AHV-Abstimmungim Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 60,3 Prozent ein Nein in die Urne gelegt."
2614,78,78,22,"Büsserach SO","Büsserach (SO)","Büsserach SO","In Büsserach hat die Stimmbevölkerung der Erhöhung des Frauenrentenalters auf 65 mit einem Ja-Stimmen-Anteil von 78 Prozent zugestimmt. Da die Gemeinde auch der Erhöhung der Mehrwertsteuer mit 64,9 Prozent zugestimmt hat, ist die AHV-Reform in Büsserach damit angenommen worden. Damit hat in Büsserach im Vergleich zur letzten AHV-Abstimmungim Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 66,5 Prozent ein Nein in die Urne gelegt."
2615,18.3,18.3,81.7,"Erschwil SO","Erschwil (SO)","Erschwil SO","81,7 Prozent Nein zur Erhöhung des Frauenrentenalters auf 65 in Erschwil. Da die Gemeinde auch die Erhöhung der Mehrwertsteuer mit 75,7 Prozent Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Erschwil damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Erschwil eine Rentenreform mit 66,6 Prozent Nein-Stimmen abgelehnt."
