"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_i"
2869,3.7,3.7,96.3,"Zunzgen BL","Zunzgen (BL)","Zunzgen BL","No all'aumento dell'età pensionabile delle donne a 65 anni nel comune di Zunzgen: i cittadini hanno bocciato il testo con il 96,3 percento dei voti. Anche la seconda proposta concernente l'AVS è stata respinta con il 21,4 percento dei voti. A Zunzgen come nel 2017 gli elettroi hanno detto no - con il 57,2 percento dei voti – alla riforma dell'AVS."
2881,47.2,47.2,52.8,"Arboldswil BL","Arboldswil (BL)","Arboldswil BL","Con il 52,8 percento di ""no"", i cittadini del comune di Arboldswil hanno bocciato l'aumento dell'età pensionabile delle donne a 65 anni. La seconda proposta concernente l'AVS è stata invece accettata con il 69,3 percento dei voti. A Arboldswil come nel 2017 gli elettroi hanno detto no - con il 62,4 percento dei voti – alla riforma dell'AVS."
2882,51.2,51.2,48.8,"Bennwil BL","Bennwil (BL)","Bennwil BL","A Bennwil i cittadini hanno accolto, con il 51,2 percento dei voti, l'aumento dell'età pensionabile delle donne a 65 anni. Anche la seconda proposta concernente l'AVS è stata accettata con il 88 percento dei voti. Bennwil ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
2883,75.8,75.8,24.2,"Bretzwil BL","Bretzwil (BL)","Bretzwil BL","Sì all'aumento dell'età pensionabile delle donne a 65 anni nel comune di Bretzwil: i cittadini hanno approvato il testo con il 75,8 percento dei voti. Anche la seconda proposta concernente l'AVS è stata accettata con il 93,1 percento dei voti. Bretzwil ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
2884,44.9,44.9,55.1,"Diegten BL","Diegten (BL)","Diegten BL","No all'aumento dell'età pensionabile delle donne a 65 anni nel comune di Diegten: i cittadini hanno bocciato il testo con il 55,1 percento dei voti. La seconda proposta concernente l'AVS è stata invece accettata con il 61 percento dei voti. A Diegten come nel 2017 gli elettroi hanno detto no - con il 65,2 percento dei voti – alla riforma dell'AVS."
2885,75.5,75.5,24.5,"Eptingen BL","Eptingen (BL)","Eptingen BL","Con il 75,5 percento di ""sì"", i cittadini del comune di Eptingen hanno accolto l'aumento dell'età pensionabile delle donne a 65 anni. La seconda proposta concernente l'AVS è stata invece respinta con il 37,5 percento dei voti. A Eptingen come nel 2017 gli elettroi hanno detto no - con il 57,6 percento dei voti – alla riforma dell'AVS."
2886,86.5,86.5,13.5,"Hölstein BL","Hölstein (BL)","Hölstein BL","Nel comune di Hölstein l'aumento dell'età pensionabile delle donne a 65 anni è stato accettato con il 86,5 percento dei voti. Anche la seconda proposta concernente l'AVS è stata accettata con il 60,7 percento dei voti. Hölstein ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
2887,76.3,76.3,23.7,"Lampenberg BL","Lampenberg (BL)","Lampenberg BL","Da Lampenberg è arrivato un ""sì"" alle urne per l'aumento dell'età pensionabile delle donne a 65 anni. I cittadini hanno accolto il testo con il 76,3 percento dei voti. La seconda proposta concernente l'AVS è stata invece respinta con il 29,5 percento dei voti. A Lampenberg come nel 2017 gli elettroi hanno detto no - con il 59,9 percento dei voti – alla riforma dell'AVS."
2888,83.1,83.1,16.9,"Langenbruck BL","Langenbruck (BL)","Langenbruck BL","A Langenbruck i cittadini hanno accolto, con il 83,1 percento dei voti, l'aumento dell'età pensionabile delle donne a 65 anni. La seconda proposta concernente l'AVS è stata invece respinta con il 39 percento dei voti. A Langenbruck come nel 2017 gli elettroi hanno detto no - con il 55,6 percento dei voti – alla riforma dell'AVS."
2889,3.4,3.4,96.6,"Lauwil BL","Lauwil (BL)","Lauwil BL","A Lauwil i cittadini hanno respinto, con il 96,6 percento dei voti, l'aumento dell'età pensionabile delle donne a 65 anni. La seconda proposta concernente l'AVS è stata invece accettata con il 82,8 percento dei voti. A Lauwil come nel 2017 gli elettroi hanno detto no - con il 56 percento dei voti – alla riforma dell'AVS."
2890,93.1,93.1,6.9,"Liedertswil BL","Liedertswil (BL)","Liedertswil BL","A Liedertswil i cittadini hanno accolto, con il 93,1 percento dei voti, l'aumento dell'età pensionabile delle donne a 65 anni. Anche la seconda proposta concernente l'AVS è stata accettata con il 96 percento dei voti. Liedertswil ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
2891,80.1,80.1,19.9,"Niederdorf BL","Niederdorf (BL)","Niederdorf BL","A Niederdorf i cittadini hanno accolto, con il 80,1 percento dei voti, l'aumento dell'età pensionabile delle donne a 65 anni. Anche la seconda proposta concernente l'AVS è stata accettata con il 76,7 percento dei voti. Niederdorf ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
2892,48.2,48.2,51.8,"Oberdorf BL","Oberdorf (BL)","Oberdorf BL","I cittadini di Oberdorf BL si sono opposti all'aumento dell'età pensionabile delle donne a 65 anni. Il testo è stato respinto con il 51,8 percento dei voti. Anche la seconda proposta concernente l'AVS è stata respinta con il 3,6 percento dei voti. A Oberdorf BL come nel 2017 gli elettroi hanno detto no - con il 54,2 percento dei voti – alla riforma dell'AVS."
2893,75.6,75.6,24.4,"Reigoldswil BL","Reigoldswil (BL)","Reigoldswil BL","Con il 75,6 percento di ""sì"", i cittadini del comune di Reigoldswil hanno accolto l'aumento dell'età pensionabile delle donne a 65 anni. La seconda proposta concernente l'AVS è stata invece respinta con il 19,6 percento dei voti. A Reigoldswil come nel 2017 gli elettroi hanno detto no - con il 53,9 percento dei voti – alla riforma dell'AVS."
2894,72,72,28,"Titterten BL","Titterten (BL)","Titterten BL","I cittadini di Titterten si sono espressi a favore dell'aumento dell'età pensionabile delle donne a 65 anni. Il testo è stato approvato con il 72 percento dei voti. La seconda proposta concernente l'AVS è stata invece respinta con il 43,6 percento dei voti. A Titterten come nel 2017 gli elettroi hanno detto no - con il 57 percento dei voti – alla riforma dell'AVS."
2895,97.7,97.7,2.3,"Waldenburg BL","Waldenburg (BL)","Waldenburg BL","Con il 97,7 percento di ""sì"", i cittadini del comune di Waldenburg hanno accolto l'aumento dell'età pensionabile delle donne a 65 anni. La seconda proposta concernente l'AVS è stata invece respinta con il 19,6 percento dei voti. A Waldenburg come nel 2017 gli elettroi hanno detto no - con il 59,3 percento dei voti – alla riforma dell'AVS."
2901,48.7,48.7,51.3,"Gächlingen SH","Gächlingen (SH)","Gächlingen SH","No all'aumento dell'età pensionabile delle donne a 65 anni nel comune di Gächlingen: i cittadini hanno bocciato il testo con il 51,3 percento dei voti. Anche la seconda proposta concernente l'AVS è stata respinta con il 32,6 percento dei voti. A Gächlingen come nel 2017 gli elettroi hanno detto no - con il 63,7 percento dei voti – alla riforma dell'AVS."
2903,34.3,34.3,65.7,"Löhningen SH","Löhningen (SH)","Löhningen SH","Da Löhningen è arrivato un ""no"" alle urne per l'aumento dell'età pensionabile delle donne a 65 anni. I cittadini hanno respinto il testo con il 65,7 percento dei voti. La seconda proposta concernente l'AVS è stata invece accettata con il 51 percento dei voti. A Löhningen come nel 2017 gli elettroi hanno detto no - con il 60,4 percento dei voti – alla riforma dell'AVS."
2904,50.2,50.2,49.8,"Neunkirch SH","Neunkirch (SH)","Neunkirch SH","Nel comune di Neunkirch l'aumento dell'età pensionabile delle donne a 65 anni è stato accettato con il 50,2 percento dei voti. La seconda proposta concernente l'AVS è stata invece respinta con il 15,3 percento dei voti. A Neunkirch come nel 2017 gli elettroi hanno detto no - con il 59,6 percento dei voti – alla riforma dell'AVS."
2914,73.3,73.3,26.7,"Büttenhardt SH","Büttenhardt (SH)","Büttenhardt SH","Nel comune di Büttenhardt l'aumento dell'età pensionabile delle donne a 65 anni è stato accettato con il 73,3 percento dei voti. Anche la seconda proposta concernente l'AVS è stata accettata con il 57,7 percento dei voti. Büttenhardt ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
2915,34.6,34.6,65.4,"Dörflingen SH","Dörflingen (SH)","Dörflingen SH","Da Dörflingen è arrivato un ""no"" alle urne per l'aumento dell'età pensionabile delle donne a 65 anni. I cittadini hanno respinto il testo con il 65,4 percento dei voti. Anche la seconda proposta concernente l'AVS è stata respinta con il 36,4 percento dei voti. A Dörflingen come nel 2017 gli elettroi hanno detto no - con il 62 percento dei voti – alla riforma dell'AVS."
2917,61.2,61.2,38.8,"Lohn SH","Lohn (SH)","Lohn SH","Sì all'aumento dell'età pensionabile delle donne a 65 anni nel comune di Lohn SH: i cittadini hanno approvato il testo con il 61,2 percento dei voti. La seconda proposta concernente l'AVS è stata invece respinta con il 22,2 percento dei voti. A Lohn SH come nel 2017 gli elettroi hanno detto no - con il 65,9 percento dei voti – alla riforma dell'AVS."
2919,46,46,54,"Stetten SH","Stetten (SH)","Stetten SH","Con il 54 percento di ""no"", i cittadini del comune di Stetten SH hanno bocciato l'aumento dell'età pensionabile delle donne a 65 anni. La seconda proposta concernente l'AVS è stata invece accettata con il 50,7 percento dei voti. A Stetten SH come nel 2017 gli elettroi hanno detto no - con il 61,2 percento dei voti – alla riforma dell'AVS."
2920,50.2,50.2,49.8,"Thayngen SH","Thayngen (SH)","Thayngen SH","Nel comune di Thayngen l'aumento dell'età pensionabile delle donne a 65 anni è stato approvato con il 50,2 percento dei voti. La seconda proposta concernente l'AVS è stata invece respinta con il 10,3 percento dei voti. A Thayngen come nel 2017 gli elettroi hanno detto no - con il 60,8 percento dei voti – alla riforma dell'AVS."
2931,24.9,24.9,75.1,"Bargen SH","Bargen (SH)","Bargen SH","Con il 75,1 percento di ""no"", i cittadini del comune di Bargen SH hanno bocciato l'aumento dell'età pensionabile delle donne a 65 anni. Anche la seconda proposta concernente l'AVS è stata respinta con il 18,3 percento dei voti. A Bargen SH come nel 2017 gli elettroi hanno detto no - con il 68,5 percento dei voti – alla riforma dell'AVS."
2932,27.1,27.1,72.9,"Beringen SH","Beringen (SH)","Beringen SH","No all'aumento dell'età pensionabile delle donne a 65 anni nel comune di Beringen: i cittadini hanno bocciato il testo con il 72,9 percento dei voti. La seconda proposta concernente l'AVS è stata invece accettata con il 86,5 percento dei voti. A Beringen come nel 2017 gli elettroi hanno detto no - con il 62,2 percento dei voti – alla riforma dell'AVS."
2933,23.7,23.7,76.3,"Buchberg SH","Buchberg (SH)","Buchberg SH","I cittadini di Buchberg si sono opposti all'aumento dell'età pensionabile delle donne a 65 anni. Il testo è stato respinto con il 76,3 percento dei voti. La seconda proposta concernente l'AVS è stata invece accettata con il 52,7 percento dei voti. A Buchberg come nel 2017 gli elettroi hanno detto no - con il 59,1 percento dei voti – alla riforma dell'AVS."
2936,67.6,67.6,32.4,"Merishausen SH","Merishausen (SH)","Merishausen SH","A Merishausen i cittadini hanno accolto, con il 67,6 percento dei voti, l'aumento dell'età pensionabile delle donne a 65 anni. La seconda proposta concernente l'AVS è stata invece respinta con il 47,1 percento dei voti. A Merishausen come nel 2017 gli elettroi hanno detto no - con il 62,8 percento dei voti – alla riforma dell'AVS."
2937,87.2,87.2,12.8,"Neuhausen am Rheinfall SH","Neuhausen am Rheinfall (SH)","Neuhausen am Rheinfall SH","Sì all'aumento dell'età pensionabile delle donne a 65 anni nel comune di Neuhausen am Rheinfall: i cittadini hanno approvato il testo con il 87,2 percento dei voti. Anche la seconda proposta concernente l'AVS è stata accettata con il 64 percento dei voti. Neuhausen am Rheinfall ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
2938,50.4,50.4,49.6,"Rüdlingen SH","Rüdlingen (SH)","Rüdlingen SH","Nel comune di Rüdlingen l'aumento dell'età pensionabile delle donne a 65 anni è stato accettato con il 50,4 percento dei voti. Anche la seconda proposta concernente l'AVS è stata accettata con il 95,3 percento dei voti. Rüdlingen ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
2939,49.9,49.9,50.1,"Schaffhausen SH","Schaffhouse (SH)","Sciaffusa SH","Nel comune di Sciaffusa l'aumento dell'età pensionabile delle donne a 65 anni è stato bocciato con il 50,1 percento dei voti. Anche la seconda proposta concernente l'AVS è stata respinta con il 42,1 percento dei voti. A Sciaffusa come nel 2017 gli elettroi hanno detto no - con il 50,2 percento dei voti – alla riforma dell'AVS."
2951,1.1,1.1,98.9,"Beggingen SH","Beggingen (SH)","Beggingen SH","Con il 98,9 percento di ""no"", i cittadini del comune di Beggingen hanno bocciato l'aumento dell'età pensionabile delle donne a 65 anni. La seconda proposta concernente l'AVS è stata invece accettata con il 66,6 percento dei voti. A Beggingen come nel 2017 gli elettroi hanno detto no - con il 74,9 percento dei voti – alla riforma dell'AVS."
2952,61.8,61.8,38.2,"Schleitheim SH","Schleitheim (SH)","Schleitheim SH","Da Schleitheim è arrivato un ""sì"" alle urne per l'aumento dell'età pensionabile delle donne a 65 anni. I cittadini hanno accolto il testo con il 61,8 percento dei voti. La seconda proposta concernente l'AVS è stata invece respinta con il 47,7 percento dei voti. A Schleitheim come nel 2017 gli elettroi hanno detto no - con il 59,7 percento dei voti – alla riforma dell'AVS."
2953,51.7,51.7,48.3,"Siblingen SH","Siblingen (SH)","Siblingen SH","I cittadini di Siblingen si sono espressi a favore dell'aumento dell'età pensionabile delle donne a 65 anni. Il testo è stato approvato con il 51,7 percento dei voti. Anche la seconda proposta concernente l'AVS è stata accettata con il 54 percento dei voti. Siblingen ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
2961,55.2,55.2,44.8,"Buch SH","Buch (SH)","Buch SH","Nel comune di Buch SH l'aumento dell'età pensionabile delle donne a 65 anni è stato approvato con il 55,2 percento dei voti. La seconda proposta concernente l'AVS è stata invece respinta con il 43,7 percento dei voti. A Buch SH come nel 2017 gli elettroi hanno detto no - con il 63,3 percento dei voti – alla riforma dell'AVS."
2962,48.2,48.2,51.8,"Hemishofen SH","Hemishofen (SH)","Hemishofen SH","A Hemishofen i cittadini hanno respinto, con il 51,8 percento dei voti, l'aumento dell'età pensionabile delle donne a 65 anni. La seconda proposta concernente l'AVS è stata invece accettata con il 55,8 percento dei voti. A Hemishofen come nel 2017 gli elettroi hanno detto no - con il 64 percento dei voti – alla riforma dell'AVS."
2963,61.2,61.2,38.8,"Ramsen SH","Ramsen (SH)","Ramsen SH","I cittadini di Ramsen si sono espressi a favore dell'aumento dell'età pensionabile delle donne a 65 anni. Il testo è stato approvato con il 61,2 percento dei voti. Anche la seconda proposta concernente l'AVS è stata accettata con il 66,5 percento dei voti. Ramsen ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
2964,82.8,82.8,17.2,"Stein am Rhein SH","Stein am Rhein (SH)","Stein am Rhein SH","Nel comune di Stein am Rhein l'aumento dell'età pensionabile delle donne a 65 anni è stato approvato con il 82,8 percento dei voti. Anche la seconda proposta concernente l'AVS è stata accettata con il 59,9 percento dei voti. Stein am Rhein ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
