"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_d"
4177,63.3,63.3,36.7,"Sisseln AG","Sisseln (AG)","Sisseln AG","Ja zur Erhöhung der Mehrwertsteuer in Sisseln mit 63,3 Prozent. Da die Gemeinde auch dem Frauenrentealter 65 mit 59,5 zugestimmt hat, ist die AHV-Reform in Sisseln damit angenommen worden. Damit hat in Sisseln im Vergleich zur letzten AHV-Abstimmungim Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 64,6 Prozent ein Nein in die Urne gelegt."
4179,39,39,61,"Ueken AG","Ueken (AG)","Ueken AG","Keine Mehrheit für die Erhöhung der Mehrwertsteuer in Ueken: Mit 61 Prozent hat die Gemeinde die Vorlage verworfen. Obwohl die Gemeinde das Frauenrentenalter 65 mit 64,4 Ja-Stimmen angenommen hat, ist die AHV-Reform in Ueken damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Ueken eine Rentenreform mit 60 Nein-Stimmen abgelehnt."
4181,40.4,40.4,59.6,"Wittnau AG","Wittnau (AG)","Wittnau AG","In Wittnau hat die Erhöhung der Mehrwertsteuer keine Mehrheit gefunden. Auf 59,6 Prozent der abgegebenen Stimmzettel stand ein Nein. Obwohl die Gemeinde das Frauenrentenalter 65 mit 65,4 Ja-Stimmen angenommen hat, ist die AHV-Reform in Wittnau damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Wittnau eine Rentenreform mit 57 Nein-Stimmen abgelehnt."
4182,71.7,71.7,28.3,"Wölflinswil AG","Wölflinswil (AG)","Wölflinswil AG","Ja zur Erhöhung der Mehrwertsteuer in Wölflinswil mit 71,7 Prozent. Weil die Gemeinde das Frauenrentenalter 65 aber mit 50,8 Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Wölflinswil damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Wölflinswil eine Rentenreform mit 59,5 Nein-Stimmen abgelehnt."
4183,95.4,95.4,4.6,"Zeihen AG","Zeihen (AG)","Zeihen AG","Die Gemeinde Zeihen hat die Erhöhung der Mehrwertsteuer mit 95,4 Prozent angenommen. Weil die Gemeinde das Frauenrentenalter 65 aber mit 59,3 Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Zeihen damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Zeihen eine Rentenreform mit 55 Nein-Stimmen abgelehnt."
4184,81.1,81.1,18.9,"Mettauertal AG","Mettauertal (AG)","Mettauertal AG","Ja zur Erhöhung der Mehrwertsteuer in Mettauertal mit 81,1 Prozent. Weil die Gemeinde das Frauenrentenalter 65 aber mit 51,3 Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Mettauertal damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Mettauertal eine Rentenreform mit 63,3 Nein-Stimmen abgelehnt."
4185,56.8,56.8,43.2,"Böztal AG","Böztal (AG)","Böztal AG","Ja zur Erhöhung der Mehrwertsteuer in Böztal mit 56,8 Prozent. Da die Gemeinde auch dem Frauenrentealter 65 mit 86,2 zugestimmt hat, ist die AHV-Reform in Böztal damit angenommen worden. Wegen der Veränderung der Gemeindestruktur ist ein Vergleich mit der letzten AHV-Abstimmung im Jahr 2017 in Böztal nicht möglich."
4191,79.2,79.2,20.8,"Ammerswil AG","Ammerswil (AG)","Ammerswil AG","79,2 Prozent in Ammerswil sagen Ja zur Erhöhung der Mehrwertsteuer . Da die Gemeinde auch dem Frauenrentealter 65 mit 97,8 zugestimmt hat, ist die AHV-Reform in Ammerswil damit angenommen worden. Damit hat in Ammerswil im Vergleich zur letzten AHV-Abstimmungim Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 64 Prozent ein Nein in die Urne gelegt."
4192,86.2,86.2,13.8,"Boniswil AG","Boniswil (AG)","Boniswil AG","In Boniswil hat die Stimmbevölkerung der Erhöhung der Mehrwertsteuer mit einem Ja-Stimmen-Anteil von 86,2 Prozent zugestimmt. Weil die Gemeinde das Frauenrentenalter 65 aber mit 90,3 Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Boniswil damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Boniswil eine Rentenreform mit 64,6 Nein-Stimmen abgelehnt."
4193,69.1,69.1,30.9,"Brunegg AG","Brunegg (AG)","Brunegg AG","Brunegg hat der Erhöhung der Mehrwertsteuer mit 69,1 Prozent zugestimmt. Da die Gemeinde auch dem Frauenrentealter 65 mit 54,8 zugestimmt hat, ist die AHV-Reform in Brunegg damit angenommen worden. Damit hat in Brunegg im Vergleich zur letzten AHV-Abstimmungim Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 62,3 Prozent ein Nein in die Urne gelegt."
4194,63.1,63.1,36.9,"Dintikon AG","Dintikon (AG)","Dintikon AG","Die Gemeinde Dintikon hat die Erhöhung der Mehrwertsteuer mit 63,1 Prozent angenommen. Da die Gemeinde auch dem Frauenrentealter 65 mit 69,5 zugestimmt hat, ist die AHV-Reform in Dintikon damit angenommen worden. Damit hat in Dintikon im Vergleich zur letzten AHV-Abstimmungim Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 72,8 Prozent ein Nein in die Urne gelegt."
4195,5.9,5.9,94.1,"Egliswil AG","Egliswil (AG)","Egliswil AG","In Egliswil hat die Erhöhung der Mehrwertsteuer keine Mehrheit gefunden. Auf 94,1 Prozent der abgegebenen Stimmzettel stand ein Nein. Da die Gemeinde auch das Frauenrentenalter 65 mit 86,2 abgelehnt hat, ist die AHV-Reform in Egliswil damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Egliswil eine Rentenreform mit 61,1 Nein-Stimmen abgelehnt."
4196,54.8,54.8,45.2,"Fahrwangen AG","Fahrwangen (AG)","Fahrwangen AG","In Fahrwangen hat die Stimmbevölkerung der Erhöhung der Mehrwertsteuer mit einem Ja-Stimmen-Anteil von 54,8 Prozent zugestimmt. Da die Gemeinde auch dem Frauenrentealter 65 mit 85,6 zugestimmt hat, ist die AHV-Reform in Fahrwangen damit angenommen worden. Damit hat in Fahrwangen im Vergleich zur letzten AHV-Abstimmungim Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 63 Prozent ein Nein in die Urne gelegt."
4197,52,52,48,"Hallwil AG","Hallwil (AG)","Hallwil AG","52 Prozent der Abstimmenden in der Gemeinde Hallwil haben Ja gesagt zur Erhöhung der Mehrwertsteuer. Weil die Gemeinde das Frauenrentenalter 65 aber mit 76,2 Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Hallwil damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Hallwil eine Rentenreform mit 68,5 Nein-Stimmen abgelehnt."
4198,66,66,34,"Hendschiken AG","Hendschiken (AG)","Hendschiken AG","66 Prozent in Hendschiken sagen Ja zur Erhöhung der Mehrwertsteuer . Da die Gemeinde auch dem Frauenrentealter 65 mit 50,4 zugestimmt hat, ist die AHV-Reform in Hendschiken damit angenommen worden. Damit hat in Hendschiken im Vergleich zur letzten AHV-Abstimmungim Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 60,3 Prozent ein Nein in die Urne gelegt."
4199,97.9,97.9,2.1,"Holderbank AG","Holderbank (AG)","Holderbank AG","Ja zur Erhöhung der Mehrwertsteuer in Holderbank AG mit 97,9 Prozent. Weil die Gemeinde das Frauenrentenalter 65 aber mit 56,3 Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Holderbank AG damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Holderbank AG eine Rentenreform mit 69,9 Nein-Stimmen abgelehnt."
4200,35.3,35.3,64.7,"Hunzenschwil AG","Hunzenschwil (AG)","Hunzenschwil AG","Nein zur Erhöhung der Mehrwertsteuer in Hunzenschwil. Die Gemeinde hat das Volksbegehren mit 64,7 Prozent abgelehnt. Da die Gemeinde auch das Frauenrentenalter 65 mit 78,5 abgelehnt hat, ist die AHV-Reform in Hunzenschwil damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Hunzenschwil eine Rentenreform mit 69,6 Nein-Stimmen abgelehnt."
4201,48.5,48.5,51.5,"Lenzburg AG","Lenzburg (AG)","Lenzburg AG","In Lenzburg hat die Erhöhung der Mehrwertsteuer keine Mehrheit gefunden. Auf 51,5 Prozent der abgegebenen Stimmzettel stand ein Nein. Da die Gemeinde auch das Frauenrentenalter 65 mit 64,2 abgelehnt hat, ist die AHV-Reform in Lenzburg damit gescheitert. Damit hat in Lenzburg im Vergleich zur letzten AHV-Abstimmung im Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 50,1 Prozent ein Ja in die Urne gelegt."
4202,82.2,82.2,17.8,"Meisterschwanden AG","Meisterschwanden (AG)","Meisterschwanden AG","Meisterschwanden hat der Erhöhung der Mehrwertsteuer mit 82,2 Prozent zugestimmt. Da die Gemeinde auch dem Frauenrentealter 65 mit 55,5 zugestimmt hat, ist die AHV-Reform in Meisterschwanden damit angenommen worden. Damit hat in Meisterschwanden im Vergleich zur letzten AHV-Abstimmungim Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 64,2 Prozent ein Nein in die Urne gelegt."
4203,57.9,57.9,42.1,"Möriken-Wildegg AG","Möriken-Wildegg (AG)","Möriken-Wildegg AG","In Möriken-Wildegg hat die Stimmbevölkerung der Erhöhung der Mehrwertsteuer mit einem Ja-Stimmen-Anteil von 57,9 Prozent zugestimmt. Da die Gemeinde auch dem Frauenrentealter 65 mit 91,1 zugestimmt hat, ist die AHV-Reform in Möriken-Wildegg damit angenommen worden. Damit hat in Möriken-Wildegg im Vergleich zur letzten AHV-Abstimmungim Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 56,5 Prozent ein Nein in die Urne gelegt."
4204,91.9,91.9,8.1,"Niederlenz AG","Niederlenz (AG)","Niederlenz AG","91,9 Prozent der Abstimmenden in der Gemeinde Niederlenz haben Ja gesagt zur Erhöhung der Mehrwertsteuer. Da die Gemeinde auch dem Frauenrentealter 65 mit 92,7 zugestimmt hat, ist die AHV-Reform in Niederlenz damit angenommen worden. Damit hat in Niederlenz im Vergleich zur letzten AHV-Abstimmungim Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 57 Prozent ein Nein in die Urne gelegt."
4205,55.1,55.1,44.9,"Othmarsingen AG","Othmarsingen (AG)","Othmarsingen AG","55,1 Prozent der Stimmbürgerinnen und Stimmbürger von Othmarsingen haben die Erhöhung der Mehrwertsteuer angenommen. Da die Gemeinde auch dem Frauenrentealter 65 mit 78,9 zugestimmt hat, ist die AHV-Reform in Othmarsingen damit angenommen worden. Damit hat in Othmarsingen im Vergleich zur letzten AHV-Abstimmungim Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 59,1 Prozent ein Nein in die Urne gelegt."
4206,7.4,7.4,92.6,"Rupperswil AG","Rupperswil (AG)","Rupperswil AG","In Rupperswil hat die Erhöhung der Mehrwertsteuer keine Mehrheit gefunden. Auf 92,6 Prozent der abgegebenen Stimmzettel stand ein Nein. Obwohl die Gemeinde das Frauenrentenalter 65 mit 54 Ja-Stimmen angenommen hat, ist die AHV-Reform in Rupperswil damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Rupperswil eine Rentenreform mit 63,4 Nein-Stimmen abgelehnt."
4207,89.8,89.8,10.2,"Schafisheim AG","Schafisheim (AG)","Schafisheim AG","89,8 Prozent in Schafisheim sagen Ja zur Erhöhung der Mehrwertsteuer . Weil die Gemeinde das Frauenrentenalter 65 aber mit 87,9 Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Schafisheim damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Schafisheim eine Rentenreform mit 59,1 Nein-Stimmen abgelehnt."
4208,46,46,54,"Seengen AG","Seengen (AG)","Seengen AG","In Seengen hat die Erhöhung der Mehrwertsteuer keine Mehrheit gefunden. Auf 54 Prozent der abgegebenen Stimmzettel stand ein Nein. Da die Gemeinde auch das Frauenrentenalter 65 mit 99 abgelehnt hat, ist die AHV-Reform in Seengen damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Seengen eine Rentenreform mit 64,9 Nein-Stimmen abgelehnt."
4209,59.6,59.6,40.4,"Seon AG","Seon (AG)","Seon AG","59,6 Prozent der Abstimmenden in der Gemeinde Seon haben Ja gesagt zur Erhöhung der Mehrwertsteuer. Weil die Gemeinde das Frauenrentenalter 65 aber mit 60,4 Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Seon damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Seon eine Rentenreform mit 61,9 Nein-Stimmen abgelehnt."
4210,40.8,40.8,59.2,"Staufen AG","Staufen (AG)","Staufen AG","Staufen hat die Erhöhung der Mehrwertsteuer mit 59,2 Prozent abgelehnt. Da die Gemeinde auch das Frauenrentenalter 65 mit 74,9 abgelehnt hat, ist die AHV-Reform in Staufen damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Staufen eine Rentenreform mit 55,3 Nein-Stimmen abgelehnt."
4221,48.6,48.6,51.4,"Abtwil AG","Abtwil (AG)","Abtwil AG","Keine Mehrheit für die Erhöhung der Mehrwertsteuer in Abtwil: Mit 51,4 Prozent hat die Gemeinde die Vorlage verworfen. Da die Gemeinde auch das Frauenrentenalter 65 mit 61,8 abgelehnt hat, ist die AHV-Reform in Abtwil damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Abtwil eine Rentenreform mit 60 Nein-Stimmen abgelehnt."
4222,53.7,53.7,46.3,"Aristau AG","Aristau (AG)","Aristau AG","Ja zur Erhöhung der Mehrwertsteuer in Aristau mit 53,7 Prozent. Weil die Gemeinde das Frauenrentenalter 65 aber mit 52,1 Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Aristau damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Aristau eine Rentenreform mit 60,8 Nein-Stimmen abgelehnt."
4223,66.2,66.2,33.8,"Auw AG","Auw (AG)","Auw AG","Auw hat der Erhöhung der Mehrwertsteuer mit 66,2 Prozent zugestimmt. Weil die Gemeinde das Frauenrentenalter 65 aber mit 78,8 Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Auw damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Auw eine Rentenreform mit 57,1 Nein-Stimmen abgelehnt."
4224,64.5,64.5,35.5,"Beinwil (Freiamt) AG","Beinwil (Freiamt) (AG)","Beinwil (Freiamt) AG","64,5 Prozent in Beinwil (Freiamt) sagen Ja zur Erhöhung der Mehrwertsteuer . Da die Gemeinde auch dem Frauenrentealter 65 mit 91,6 zugestimmt hat, ist die AHV-Reform in Beinwil (Freiamt) damit angenommen worden. Damit hat in Beinwil (Freiamt) im Vergleich zur letzten AHV-Abstimmungim Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 63,5 Prozent ein Nein in die Urne gelegt."
4226,54.3,54.3,45.7,"Besenbüren AG","Besenbüren (AG)","Besenbüren AG","Ja zur Erhöhung der Mehrwertsteuer in Besenbüren mit 54,3 Prozent. Da die Gemeinde auch dem Frauenrentealter 65 mit 52,7 zugestimmt hat, ist die AHV-Reform in Besenbüren damit angenommen worden. Damit hat in Besenbüren im Vergleich zur letzten AHV-Abstimmungim Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 54,2 Prozent ein Nein in die Urne gelegt."
4227,55.2,55.2,44.8,"Bettwil AG","Bettwil (AG)","Bettwil AG","55,2 Prozent der Abstimmenden in der Gemeinde Bettwil haben Ja gesagt zur Erhöhung der Mehrwertsteuer. Weil die Gemeinde das Frauenrentenalter 65 aber mit 70,7 Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Bettwil damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Bettwil eine Rentenreform mit 59,8 Nein-Stimmen abgelehnt."
4228,90,90,10,"Boswil AG","Boswil (AG)","Boswil AG","90 Prozent in Boswil sagen Ja zur Erhöhung der Mehrwertsteuer . Weil die Gemeinde das Frauenrentenalter 65 aber mit 65,7 Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Boswil damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Boswil eine Rentenreform mit 64 Nein-Stimmen abgelehnt."
4229,18,18,82,"Bünzen AG","Bünzen (AG)","Bünzen AG","In Bünzen hat die Stimmbevölkerung die Erhöhung der Mehrwertsteuer mit 82 Prozent abgelehnt. Obwohl die Gemeinde das Frauenrentenalter 65 mit 63,2 Ja-Stimmen angenommen hat, ist die AHV-Reform in Bünzen damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Bünzen eine Rentenreform mit 66,4 Nein-Stimmen abgelehnt."
4230,16.9,16.9,83.1,"Buttwil AG","Buttwil (AG)","Buttwil AG","Nein zur Erhöhung der Mehrwertsteuer in Buttwil. Die Gemeinde hat das Volksbegehren mit 83,1 Prozent abgelehnt. Da die Gemeinde auch das Frauenrentenalter 65 mit 77,2 abgelehnt hat, ist die AHV-Reform in Buttwil damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Buttwil eine Rentenreform mit 54,7 Nein-Stimmen abgelehnt."
4231,90.6,90.6,9.4,"Dietwil AG","Dietwil (AG)","Dietwil AG","90,6 Prozent der Abstimmenden in der Gemeinde Dietwil haben Ja gesagt zur Erhöhung der Mehrwertsteuer. Weil die Gemeinde das Frauenrentenalter 65 aber mit 63,1 Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Dietwil damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Dietwil eine Rentenreform mit 62,9 Nein-Stimmen abgelehnt."
4232,35.3,35.3,64.7,"Geltwil AG","Geltwil (AG)","Geltwil AG","In Geltwil hat die Erhöhung der Mehrwertsteuer keine Mehrheit gefunden. Auf 64,7 Prozent der abgegebenen Stimmzettel stand ein Nein. Obwohl die Gemeinde das Frauenrentenalter 65 mit 87 Ja-Stimmen angenommen hat, ist die AHV-Reform in Geltwil damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Geltwil eine Rentenreform mit 64,2 Nein-Stimmen abgelehnt."
4233,44,44,56,"Kallern AG","Kallern (AG)","Kallern AG","Nein zur Erhöhung der Mehrwertsteuer in Kallern. Die Gemeinde hat das Volksbegehren mit 56 Prozent abgelehnt. Da die Gemeinde auch das Frauenrentenalter 65 mit 58,4 abgelehnt hat, ist die AHV-Reform in Kallern damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Kallern eine Rentenreform mit 58,3 Nein-Stimmen abgelehnt."
4234,45.2,45.2,54.8,"Merenschwand AG","Merenschwand (AG)","Merenschwand AG","In Merenschwand hat die Stimmbevölkerung die Erhöhung der Mehrwertsteuer mit 54,8 Prozent abgelehnt. Obwohl die Gemeinde das Frauenrentenalter 65 mit 65 Ja-Stimmen angenommen hat, ist die AHV-Reform in Merenschwand damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Merenschwand eine Rentenreform mit 59,5 Nein-Stimmen abgelehnt."
4235,51.8,51.8,48.2,"Mühlau AG","Mühlau (AG)","Mühlau AG","51,8 Prozent der Stimmbürgerinnen und Stimmbürger von Mühlau haben die Erhöhung der Mehrwertsteuer angenommen. Da die Gemeinde auch dem Frauenrentealter 65 mit 68 zugestimmt hat, ist die AHV-Reform in Mühlau damit angenommen worden. Damit hat in Mühlau im Vergleich zur letzten AHV-Abstimmungim Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 65,9 Prozent ein Nein in die Urne gelegt."
4236,23.6,23.6,76.4,"Muri AG","Muri (AG)","Muri AG","In Muri AG hat die Erhöhung der Mehrwertsteuer keine Mehrheit gefunden. Auf 76,4 Prozent der abgegebenen Stimmzettel stand ein Nein. Da die Gemeinde auch das Frauenrentenalter 65 mit 69,5 abgelehnt hat, ist die AHV-Reform in Muri AG damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Muri AG eine Rentenreform mit 55,2 Nein-Stimmen abgelehnt."
4237,0.1,0.1,99.9,"Oberrüti AG","Oberrüti (AG)","Oberrüti AG","Die Gemeinde Oberrüti hat die Erhöhung der Mehrwertsteuer mit dem dritthöchsten Nein-Anteil in der ganzen Schweiz abgelehnt: 99,9 Prozent legten ein Nein in die Urne. Obwohl die Gemeinde das Frauenrentenalter 65 mit 56,7 Ja-Stimmen angenommen hat, ist die AHV-Reform in Oberrüti damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Oberrüti eine Rentenreform mit 51,9 Nein-Stimmen abgelehnt."
4238,34.5,34.5,65.5,"Rottenschwil AG","Rottenschwil (AG)","Rottenschwil AG","Nein zur Erhöhung der Mehrwertsteuer in Rottenschwil. Die Gemeinde hat das Volksbegehren mit 65,5 Prozent abgelehnt. Da die Gemeinde auch das Frauenrentenalter 65 mit 55,2 abgelehnt hat, ist die AHV-Reform in Rottenschwil damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Rottenschwil eine Rentenreform mit 63,5 Nein-Stimmen abgelehnt."
4239,48.7,48.7,51.3,"Sins AG","Sins (AG)","Sins AG","51,3 Prozent der Stimmbürgerinnen und Stimmbürger von Sins sagen Nein zur Erhöhung der Mehrwertsteuer. Obwohl die Gemeinde das Frauenrentenalter 65 mit 87,7 Ja-Stimmen angenommen hat, ist die AHV-Reform in Sins damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Sins eine Rentenreform mit 58,5 Nein-Stimmen abgelehnt."
4240,78.1,78.1,21.9,"Waltenschwil AG","Waltenschwil (AG)","Waltenschwil AG","Die Gemeinde Waltenschwil hat die Erhöhung der Mehrwertsteuer mit 78,1 Prozent angenommen. Da die Gemeinde auch dem Frauenrentealter 65 mit 59,6 zugestimmt hat, ist die AHV-Reform in Waltenschwil damit angenommen worden. Damit hat in Waltenschwil im Vergleich zur letzten AHV-Abstimmungim Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 60,7 Prozent ein Nein in die Urne gelegt."
4251,67.6,67.6,32.4,"Hellikon AG","Hellikon (AG)","Hellikon AG","Ja zur Erhöhung der Mehrwertsteuer in Hellikon mit 67,6 Prozent. Da die Gemeinde auch dem Frauenrentealter 65 mit 65,5 zugestimmt hat, ist die AHV-Reform in Hellikon damit angenommen worden. Damit hat in Hellikon im Vergleich zur letzten AHV-Abstimmungim Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 61,7 Prozent ein Nein in die Urne gelegt."
4252,87.6,87.6,12.4,"Kaiseraugst AG","Kaiseraugst (AG)","Kaiseraugst AG","Kaiseraugst hat der Erhöhung der Mehrwertsteuer mit 87,6 Prozent zugestimmt. Weil die Gemeinde das Frauenrentenalter 65 aber mit 88,8 Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Kaiseraugst damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Kaiseraugst eine Rentenreform mit 55,2 Nein-Stimmen abgelehnt."
